,id,price
0,0,40157.0
1,1,15401.0
2,2,3428.0
3,3,1516.0
4,4,8450.0
5,5,6746.0
6,6,31225.0
7,7,32354.0
8,8,14831.0
9,9,5973.0
10,10,26382.0
11,11,9596.0
12,12,18205.0
13,13,12381.0
14,14,4090.0
15,15,38872.0
16,16,9235.0
17,17,6050.0
18,18,20155.0
19,19,4745.0
20,20,13242.0
21,21,34611.0
22,22,15283.0
23,23,13195.0
24,24,9016.0
25,25,5286.0
26,26,27166.0
27,27,16348.0
28,28,21034.0
29,29,8715.0
30,30,4958.0
31,31,12323.0
32,32,5553.0
33,33,7528.0
34,34,18373.0
35,35,18694.0
36,36,19474.0
37,37,21090.0
38,38,35552.0
39,39,13394.0
40,40,23881.0
41,41,24686.0
42,42,28315.0
43,43,6423.0
44,44,6107.0
45,45,11077.0
46,46,12324.0
47,47,25439.0
48,48,23290.0
49,49,5904.0
50,50,40185.0
51,51,34046.0
52,52,37312.0
53,53,10039.0
54,54,33464.0
55,55,6378.0
56,56,18677.0
57,57,6460.0
58,58,12776.0
59,59,13027.0
60,60,28899.0
61,61,11489.0
62,62,13891.0
63,63,6112.0
64,64,9354.0
65,65,20076.0
66,66,25310.0
67,67,13255.0
68,68,6304.0
69,69,21051.0
70,70,11587.0
71,71,34208.0
72,72,7443.0
73,73,34415.0
74,74,27241.0
75,75,36141.0
76,76,33241.0
77,77,20637.0
78,78,5507.0
79,79,6241.0
80,80,5351.0
81,81,32761.0
82,82,26189.0
83,83,7195.0
84,84,9221.0
85,85,7501.0
86,86,10650.0
87,87,10808.0
88,88,11387.0
89,89,3116.0
90,90,22544.0
91,91,38456.0
92,92,10150.0
93,93,5398.0
94,94,10194.0
95,95,5372.0
96,96,32211.0
97,97,13956.0
98,98,21699.0
99,99,5881.0
100,100,19621.0
101,101,21739.0
102,102,30394.0
103,103,24568.0
104,104,11354.0
105,105,29108.0
106,106,8251.0
107,107,35128.0
108,108,3277.0
109,109,7159.0
110,110,35356.0
111,111,7928.0
112,112,5098.0
113,113,28520.0
114,114,4589.0
115,115,32613.0
116,116,16688.0
117,117,9526.0
118,118,4891.0
119,119,4699.0
120,120,4710.0
121,121,31739.0
122,122,28964.0
123,123,9741.0
124,124,24534.0
125,125,7980.0
126,126,9256.0
127,127,22298.0
128,128,16040.0
129,129,7737.0
130,130,8286.0
131,131,29024.0
132,132,8013.0
133,133,-1423.0
134,134,11713.0
135,135,20743.0
136,136,8708.0
137,137,35964.0
138,138,8743.0
139,139,12109.0
140,140,26089.0
141,141,20048.0
142,142,5283.0
143,143,11685.0
144,144,23728.0
145,145,6323.0
146,146,11877.0
147,147,43036.0
148,148,1436.0
149,149,32504.0
150,150,14988.0
151,151,5153.0
152,152,24396.0
153,153,8664.0
154,154,30135.0
155,155,15966.0
156,156,15660.0
157,157,6676.0
158,158,16815.0
159,159,5304.0
160,160,-58.0
161,161,29772.0
162,162,23574.0
163,163,16088.0
164,164,25691.0
165,165,5755.0
166,166,14769.0
167,167,19225.0
168,168,13883.0
169,169,17548.0
170,170,34639.0
171,171,26748.0
172,172,37760.0
173,173,21347.0
174,174,18668.0
175,175,13042.0
176,176,25044.0
177,177,21627.0
178,178,26100.0
179,179,18515.0
180,180,28511.0
181,181,2688.0
182,182,26982.0
183,183,12386.0
184,184,6421.0
185,185,25777.0
186,186,18165.0
187,187,4871.0
188,188,4715.0
189,189,29035.0
190,190,25332.0
191,191,28769.0
192,192,4614.0
193,193,7545.0
194,194,40477.0
195,195,21064.0
196,196,24183.0
197,197,12971.0
198,198,32091.0
199,199,10262.0
200,200,35461.0
201,201,22486.0
202,202,29844.0
203,203,11024.0
204,204,20134.0
205,205,1552.0
206,206,14155.0
207,207,21526.0
208,208,4838.0
209,209,15300.0
210,210,16497.0
211,211,3876.0
212,212,29600.0
213,213,5796.0
214,214,31465.0
215,215,12149.0
216,216,3107.0
217,217,6830.0
218,218,11391.0
219,219,28142.0
220,220,2063.0
221,221,35073.0
222,222,7954.0
223,223,25261.0
224,224,21018.0
225,225,13604.0
226,226,9071.0
227,227,43157.0
228,228,31943.0
229,229,29366.0
230,230,18076.0
231,231,4008.0
232,232,8357.0
233,233,14054.0
234,234,31856.0
235,235,7519.0
236,236,6683.0
237,237,16056.0
238,238,11816.0
239,239,3865.0
240,240,9364.0
241,241,6238.0
242,242,14432.0
243,243,10884.0
244,244,20998.0
245,245,12087.0
246,246,23639.0
247,247,39222.0
248,248,9636.0
249,249,13626.0
250,250,19214.0
251,251,8038.0
252,252,7185.0
253,253,10948.0
254,254,12620.0
255,255,12556.0
256,256,21931.0
257,257,11310.0
258,258,7342.0
259,259,27818.0
260,260,-799.0
261,261,23195.0
262,262,6599.0
263,263,23876.0
264,264,26641.0
265,265,12695.0
266,266,20041.0
267,267,18697.0
268,268,8074.0
269,269,2416.0
270,270,1317.0
271,271,23927.0
272,272,23693.0
273,273,16729.0
274,274,6013.0
275,275,6400.0
276,276,12133.0
277,277,24665.0
278,278,14129.0
279,279,10886.0
280,280,27913.0
281,281,30440.0
282,282,14069.0
283,283,39230.0
284,284,27017.0
285,285,12539.0
286,286,26691.0
287,287,10151.0
288,288,-3311.0
289,289,13115.0
290,290,25510.0
291,291,27374.0
292,292,19584.0
293,293,19475.0
294,294,3589.0
295,295,34071.0
296,296,11021.0
297,297,24262.0
298,298,26437.0
299,299,33524.0
300,300,20780.0
301,301,20812.0
302,302,6846.0
303,303,4179.0
304,304,16357.0
305,305,13869.0
306,306,11727.0
307,307,21604.0
308,308,12751.0
309,309,12395.0
310,310,3134.0
311,311,11601.0
312,312,30842.0
313,313,7261.0
314,314,8005.0
315,315,1853.0
316,316,28358.0
317,317,14291.0
318,318,5687.0
319,319,19738.0
320,320,3385.0
321,321,33323.0
322,322,42967.0
323,323,15208.0
324,324,8153.0
325,325,25502.0
326,326,13541.0
327,327,39873.0
328,328,12720.0
329,329,11421.0
330,330,11298.0
331,331,8175.0
332,332,27934.0
333,333,22930.0
334,334,5738.0
335,335,34140.0
336,336,28328.0
337,337,9692.0
338,338,15457.0
339,339,24588.0
340,340,19868.0
341,341,9855.0
342,342,42635.0
343,343,14527.0
344,344,13394.0
345,345,8535.0
346,346,11267.0
347,347,11518.0
348,348,12186.0
349,349,17236.0
350,350,14175.0
351,351,27654.0
352,352,27120.0
353,353,16840.0
354,354,42373.0
355,355,12942.0
356,356,17914.0
357,357,7092.0
358,358,7736.0
359,359,8010.0
360,360,13281.0
361,361,35351.0
362,362,25910.0
363,363,15258.0
364,364,10555.0
365,365,12602.0
366,366,12030.0
367,367,25877.0
368,368,5460.0
369,369,18587.0
370,370,1738.0
371,371,7279.0
372,372,26239.0
